0
32
111
0
0
145
59
101
101
156
86
141
285
180
992
779
393
1018
131
76
85
39
0
10
28
0
0
0
0
0
0
0
1
0
0
2
2
10
26
21
48
1
21
5
3
43
26
68
10
8
31
40
12
26
11
26
9
1
1
0
0
1
5
1
5
15
0
2
0
0
0
0
1
0
0
0
0
0
0
0
0
0
8
0
0
0
0
0
2
3
0
0
1
0
0
0
1
0
0
0
1
18
14
0
0
1
0
2
1
0
0
0
0
1
0
42
98
2
0
0
1
0
0
2
3
9
1
8
320
1168
1328
7570
4491
3069
2170
